,Date,Open,High,Low,Close,Adj Close,Volume,Return,Log Return
0,2013-05-20,111.12999725341797,112.05999755859375,110.95999908447266,111.72000122070312,82.97081756591797,2457300,,
1,2013-05-21,112.11000061035156,112.33999633789062,111.5199966430664,112.01000213623047,83.18617248535156,2473300,0.0025955501675332115,0.002592187544511492
2,2013-05-22,111.58999633789062,112.29000091552734,110.56999969482422,110.79000091552734,82.74922180175781,3833200,-0.005252684076439418,-0.005266527920950321
3,2013-05-23,110.05999755859375,110.69999694824219,109.58000183105469,110.41000366210938,82.46541595458984,2568400,-0.003429710165104405,-0.003435605103492165
4,2013-05-24,109.86000061035156,110.48999786376953,109.48999786376953,110.2699966430664,82.36083221435547,2228400,-0.001268213335538948,-0.0012690181986352081
5,2013-05-28,111.1500015258789,112.37999725341797,111.04000091552734,111.58999633789062,83.34675598144531,2722000,0.011970784420000102,0.011899701298354338
6,2013-05-29,111.04000091552734,111.36000061035156,110.4800033569336,111.12999725341797,83.003173828125,2113600,-0.004122321850136612,-0.004130842042232219
7,2013-05-30,111.33999633789062,112.0,111.01000213623047,111.41999816894531,83.21977996826172,2599200,0.0026096127430650373,0.0026062136160498717
8,2013-05-31,110.79000091552734,112.20999908447266,110.2699966430664,110.2699966430664,82.36083221435547,3207700,-0.010321437454338778,-0.010375072872171973
9,2013-06-03,110.69999694824219,110.94999694824219,109.69000244140625,110.61000061035156,82.61476135253906,2647100,0.0030831298246563055,0.0030783867264561207
10,2013-06-04,110.6500015258789,111.19999694824219,109.52999877929688,110.0199966430664,82.17411041259766,2508500,-0.005333803944080118,-0.005348079460836007
11,2013-06-05,109.80000305175781,109.88999938964844,108.38999938964844,108.58999633789062,81.10604095458984,2690400,-0.012997639434671249,-0.01308284789464744
12,2013-06-06,108.45999908447266,108.77999877929688,107.63999938964844,108.66999816894531,81.16581726074219,2680800,0.0007370142279021774,0.0007367427662886379
13,2013-06-07,109.37999725341797,111.12000274658203,108.97000122070312,111.11000061035156,82.98823547363281,3374900,0.022453026093930406,0.022204667629099322
14,2013-06-10,111.41000366210938,111.44999694824219,110.54000091552734,110.80999755859375,82.76415252685547,2224100,-0.002700177266072079,-0.0027038293203168265
15,2013-06-11,109.9000015258789,111.08000183105469,109.51000213623047,110.22000122070312,82.32347869873047,1752100,-0.005324452853933459,-0.005338678270539083
16,2013-06-12,110.98999786376953,111.05999755859375,108.94999694824219,109.02999877929688,81.43467712402344,2400700,-0.010796453074579992,-0.01085515769085953
17,2013-06-13,108.94999694824219,111.44000244140625,108.58000183105469,111.19999694824219,83.05545043945312,2604200,0.01990274134643255,0.01970727112878033
