,Date,Open,High,Low,Close,Adj Close,Volume,Return,Log Return
0,2013-05-23,15.569643020629883,15.934286117553711,15.563928604125977,15.790714263916016,13.709450721740723,353021200,,
1,2013-05-24,15.744643211364746,15.916428565979004,15.727143287658691,15.898214340209961,13.802783012390137,276166800,0.006807879654974425,0.00678481068361233
2,2013-05-28,16.06785774230957,16.11107063293457,15.744643211364746,15.765713691711426,13.68774700164795,386145200,-0.008334262057073882,-0.008369186199096882
3,2013-05-29,15.714285850524902,15.98214340209961,15.692856788635254,15.891071319580078,13.79658031463623,330576400,0.007951148788414741,0.007919704971226536
4,2013-05-30,15.916070938110352,16.23214340209961,15.875356674194336,16.127857208251953,14.002158164978027,353519600,0.014900638104045738,0.014790714208318886
5,2013-05-31,16.16071319580078,16.325000762939453,16.053571701049805,16.061786651611328,13.944798469543457,384302800,-0.004096489609582976,-0.0041049032084851085
6,2013-06-03,16.09749984741211,16.15571403503418,15.802857398986816,16.097143173217773,13.975494384765625,372352400,0.002201244807460645,0.0021988256176117215
7,2013-06-04,16.18642807006836,16.229642868041992,15.978214263916016,16.046785354614258,13.931775093078613,292728800,-0.0031282822978104807,-0.0031331856014935465
8,2013-06-05,15.916070938110352,16.097143173217773,15.846785545349121,15.896785736083984,13.801544189453125,290589600,-0.009347760982029274,-0.009391725494046524
9,2013-06-06,15.909643173217773,15.964285850524902,15.501786231994629,15.659285545349121,13.595344543457031,416934000,-0.014940331543021657,-0.01505306253108383
10,2013-06-07,15.589285850524902,15.829999923706055,15.456070899963379,15.778928756713867,13.699219703674316,404535600,0.007640494868317083,0.007611454117403897
11,2013-06-10,15.883213996887207,16.038570404052734,15.600000381469727,15.674642562866211,13.608678817749023,450153200,-0.00660920022335354,-0.006631137700025473
12,2013-06-11,15.562143325805664,15.812856674194336,15.475713729858398,15.628570556640625,13.568678855895996,286112400,-0.0029392979574811573,-0.002943626177087965
13,2013-06-12,15.696429252624512,15.758929252624512,15.410714149475098,15.435357093811035,13.400931358337402,265227200,-0.012362846769396585,-0.012439902503646062
14,2013-06-13,15.446429252624512,15.612142562866211,15.3125,15.569999694824219,13.517829895019531,285832400,0.008723165096237828,0.00868533811309821
15,2013-06-14,15.550000190734863,15.581786155700684,15.303570747375488,15.358928680419922,13.334577560424805,271866000,-0.013556342698338275,-0.013649068884262226
16,2013-06-17,15.408571243286133,15.560713768005371,15.369999885559082,15.428570747375488,13.39504337310791,259414400,0.004534512803957114,0.004524262874715587
17,2013-06-18,15.412857055664062,15.532142639160156,15.364643096923828,15.420356750488281,13.387907981872559,195025600,-0.0005326889235518495,-0.0005328308527014489
18,2013-06-19,15.407142639160156,15.416428565979004,15.10714340209961,15.10714340209961,13.115979194641113,310940000,-0.02031152197935937,-0.020520637422714597
19,2013-06-20,14.975000381469727,15.213570594787598,14.827500343322754,14.8871431350708,12.924973487854004,357310800,-0.014562824776753969,-0.014669903560698333
20,2013-06-21,14.946070671081543,15.0,14.574999809265137,14.76785659790039,12.8214111328125,481118400,-0.008012577754130334,-0.008044850965277224
21,2013-06-24,14.550000190734863,14.595000267028809,14.216071128845215,14.376428604125977,12.481571197509766,480746000,-0.026505657745660938,-0.026863265943998467
22,2013-06-25,14.489286422729492,14.563928604125977,14.243928909301758,14.379643440246582,12.484362602233887,314162800,0.00022364209440861593,0.00022361709024334
23,2013-06-26,14.425000190734863,14.456786155700684,14.130714416503906,14.21678638458252,12.342973709106445,367724000,-0.011325279281950817,-0.011389898608562503
24,2013-06-27,14.258929252624512,14.335356712341309,14.055000305175781,14.063570976257324,12.209954261779785,337246000,-0.01077693677889957,-0.010835428583314207
25,2013-06-28,13.977143287658691,14.295356750488281,13.888214111328125,14.161786079406738,12.295221328735352,578516400,0.006983405926627828,0.006959134878333646
26,2013-07-01,14.381786346435547,14.723929405212402,14.329285621643066,14.614999771118164,12.688698768615723,391053600,0.03200246903736237,0.03150105953457333
